prop,propLabel,paperCount
http://orkg.org/orkg/predicate/P40044, Rectification ratio (RR) ,7
http://orkg.org/orkg/predicate/P40063,"has Outcome type of Indicators, share",7
http://orkg.org/orkg/predicate/P41733,Emission maximum (nm),7
http://orkg.org/orkg/predicate/P39081,Sustainable and resilient buildings,7
http://orkg.org/orkg/predicate/P43101,has process,7
http://orkg.org/orkg/predicate/P23173,Design   ,7
http://orkg.org/orkg/predicate/P37244,P_Ne_1[cm-3],7
http://orkg.org/orkg/predicate/P43228,Ground-state oxidation potential,7
http://orkg.org/orkg/predicate/P35060,Urban planning,7
http://orkg.org/orkg/predicate/P25017,Semiconductor,7
http://orkg.org/orkg/predicate/P15273,Measurements,7
http://orkg.org/orkg/predicate/P41932,Prochlorococcus abundance (lower limit),7
http://orkg.org/orkg/predicate/P40018,Photoredox catalyst,7
http://orkg.org/orkg/predicate/P35027,Heterogeneous Data Sources,7
http://orkg.org/orkg/predicate/P24,field,7
http://orkg.org/orkg/predicate/P37068,Metamodel maturity,7
http://orkg.org/orkg/predicate/P35061,Wastewater,7
http://orkg.org/orkg/predicate/P41608,Target antigen,7
http://orkg.org/orkg/predicate/P15276,Failures and indicators,7
http://orkg.org/orkg/predicate/P39078,Urban-rural linkagesages,7
http://orkg.org/orkg/predicate/P39072,Accessible transport system for all,7
http://orkg.org/orkg/predicate/P15205,Elements,7
http://orkg.org/orkg/predicate/P41866,Relation types,7
http://orkg.org/orkg/predicate/P40024,"Silicates Position (nm, Thermal Terrestrial Samples)",7
http://orkg.org/orkg/predicate/P41673,limit of detection (mM),7
http://orkg.org/orkg/predicate/P40048,ZnO film deposition method,7
http://orkg.org/orkg/predicate/P23169,N   ,7
http://orkg.org/orkg/predicate/P35054,Safty,7
http://orkg.org/orkg/predicate/P40057,Ideality factor,7
http://orkg.org/orkg/predicate/P15272,Testing profile,7
http://orkg.org/orkg/predicate/P39076,Capital enviromental impact of cities reduction,7
http://orkg.org/orkg/predicate/P15410,Other facts,7
http://orkg.org/orkg/predicate/P43016,has other competence,7
http://orkg.org/orkg/predicate/P37038,has_kind_of_messages,7
http://orkg.org/orkg/predicate/P35057,Telecommunication,7
http://orkg.org/orkg/predicate/P41536,Hard smartness,7
http://orkg.org/orkg/predicate/P41259,has stakeholder,7
http://orkg.org/orkg/predicate/P35059,Urban/local agriculture and food security,7
http://orkg.org/orkg/predicate/P41277,Energy,7
http://orkg.org/orkg/predicate/P39075,Protection of the poor and people in vulnerable situation,7
http://orkg.org/orkg/predicate/P15353,Building,7
http://orkg.org/orkg/predicate/P40062,"has Output type of Indicators, share",7
http://orkg.org/orkg/predicate/P15652,"Distance to microphone, m",7
http://orkg.org/orkg/predicate/P39068,Productivity,7
http://orkg.org/orkg/predicate/P37509,Class of compound,7
http://orkg.org/orkg/predicate/P35048,Finance,7
http://orkg.org/orkg/predicate/P39134,Individual extraction/learning,7
http://orkg.org/orkg/predicate/P39082,End poverty in all its forms everywhere,7
http://orkg.org/orkg/predicate/P43223,Size,7
http://orkg.org/orkg/predicate/P40041,Structure of the diode,7
http://orkg.org/orkg/predicate/P37245,P_Ne_2[cm-3],7
http://orkg.org/orkg/predicate/P41968,Clinopyroxene pigeonite (nm),7
http://orkg.org/orkg/predicate/P18077,Domains,7
http://orkg.org/orkg/predicate/P35064,Prosperity,7
http://orkg.org/orkg/predicate/P39077,Access to safe and inclusive public space,7
http://orkg.org/orkg/predicate/P41674,Sensor Measurements,7
http://orkg.org/orkg/predicate/P37248,P_Pressure_1[Pa],7
http://orkg.org/orkg/predicate/P15354,Building Methodology,7
http://orkg.org/orkg/predicate/P35026,Real time support,7
http://orkg.org/orkg/predicate/P41635,dc ontology,7
http://orkg.org/orkg/predicate/P35032,Pipelined Phrases Extraction Performance F-score,7
http://orkg.org/orkg/predicate/P15464,CHG,7
http://orkg.org/orkg/predicate/P41038,Is based on Implicit User Preferences,7
http://orkg.org/orkg/predicate/P37457,Major cations,6
http://orkg.org/orkg/predicate/P41139,Transportation level,6
http://orkg.org/orkg/predicate/P43018,has character traits ,6
http://orkg.org/orkg/predicate/P37520,Data Language,6
http://orkg.org/orkg/predicate/P39139,Ontology type,6
http://orkg.org/orkg/predicate/P15197,Windows,6
http://orkg.org/orkg/predicate/P34038,has target,6
http://orkg.org/orkg/predicate/P41051,Swath (km),6
http://orkg.org/orkg/predicate/P15184,eagent,6
http://orkg.org/orkg/predicate/P15661,Functional specification,6
http://orkg.org/orkg/predicate/P15186,"Group that reacts
(with activated
matrix)",6
http://orkg.org/orkg/predicate/P39062,Loading-unloading cycles,6
http://orkg.org/orkg/predicate/P15651,Speed of no reduction,6
http://orkg.org/orkg/predicate/P15583,Conc. (%),6
http://orkg.org/orkg/predicate/P15233,Age indicators,6
http://orkg.org/orkg/predicate/P41677,Raman laser used,6
http://orkg.org/orkg/predicate/P41144,Agent level,6
http://orkg.org/orkg/predicate/P15305,Application area studied,6
http://orkg.org/orkg/predicate/P41044,Spectral range (nm),6
http://orkg.org/orkg/predicate/P41042,Launch Year,6
http://orkg.org/orkg/predicate/P35214,Has example,6
http://orkg.org/orkg/predicate/P43173,Calcrete,6
http://orkg.org/orkg/predicate/P30011,Has radiant energy input,6
http://orkg.org/orkg/predicate/P15200,Behavior coordination,6
http://orkg.org/orkg/predicate/P37035,Number of RDF triples ,6
http://orkg.org/orkg/predicate/P41335,Field data,6
http://orkg.org/orkg/predicate/P43178,White mica,6
http://orkg.org/orkg/predicate/P15202,Distributed environment,6
http://orkg.org/orkg/predicate/P41047,Imager/ Non-Imager,6
http://orkg.org/orkg/predicate/P41980,Muscovite (Al-OH),6
http://orkg.org/orkg/predicate/P41534,Outcome,6
http://orkg.org/orkg/predicate/P41141,Environmental level,6
http://orkg.org/orkg/predicate/P43196,manganocalcite,6
http://orkg.org/orkg/predicate/P15232,"Time perspective (CS = cross-section, L = longitudinal)",6
http://orkg.org/orkg/predicate/P37536,Apnea-hypopnea index (events/hour),6
http://orkg.org/orkg/predicate/P37528,Risk factors for OSA,6
http://orkg.org/orkg/predicate/P15581,Compound,6
http://orkg.org/orkg/predicate/P37488,Metamodel scope_Revenue model and performance,6
http://orkg.org/orkg/predicate/P41981,"Biotite granodiorite gneiss(OH, tuff)",6
http://orkg.org/orkg/predicate/P41865,current ratio (Ion/Ioff),6
http://orkg.org/orkg/predicate/P43183,Hydroxylated silica,6
http://orkg.org/orkg/predicate/P43182,Hydrated mineral,6
http://orkg.org/orkg/predicate/P41132,Physical level,6
http://orkg.org/orkg/predicate/P43105,has miscellaneous qualitative,6
http://orkg.org/orkg/predicate/P37242,VUVSpec_CalibrationMode,6
http://orkg.org/orkg/predicate/P37496,Methodology scope_Development of BA model,6
http://orkg.org/orkg/predicate/P40058,Electrical contacts,6
http://orkg.org/orkg/predicate/P41086,Rock type,6
http://orkg.org/orkg/predicate/P37530,Has frequency (%),6
http://orkg.org/orkg/predicate/P40045,"Series resistance, Rs (Ohm)",6
http://orkg.org/orkg/predicate/P37534,Sleep efficiency (%),6
http://orkg.org/orkg/predicate/P41084,Raman-spectral resolution (cm-1),6
http://orkg.org/orkg/predicate/P6001,results,6
http://orkg.org/orkg/predicate/P43206,Actinolite,6
http://orkg.org/orkg/predicate/P43191,Sulfate,6
http://orkg.org/orkg/predicate/P43166,halloysite,6
http://orkg.org/orkg/predicate/P16014,Method automation,6
http://orkg.org/orkg/predicate/P41133,Socio-economic level,6
http://orkg.org/orkg/predicate/P41048,Spatial resolution (m),6
http://orkg.org/orkg/predicate/P16019,User interface,6
http://orkg.org/orkg/predicate/P41080,Techniques/ Analysis,6
http://orkg.org/orkg/predicate/P43172,Kimberlite,6
http://orkg.org/orkg/predicate/P43188,Mg,6
http://orkg.org/orkg/predicate/P43017,has soft skills competences,6
http://orkg.org/orkg/predicate/P40043,ZnO thickness (nm),6
http://orkg.org/orkg/predicate/P37659,Has Dataset size,6
http://orkg.org/orkg/predicate/P37303,Peptide:lipid ratio,6
http://orkg.org/orkg/predicate/P41140,Safety and risk management level,6
http://orkg.org/orkg/predicate/P15203,Dynamic wiring,6
http://orkg.org/orkg/predicate/P16033,code,6
http://orkg.org/orkg/predicate/P41041,Mission,6
http://orkg.org/orkg/predicate/P41126,Excitation Frequency/Wavelength (nm),6
http://orkg.org/orkg/predicate/P37449,Metamodel Integration with other architectures,6
http://orkg.org/orkg/predicate/P41131,spatial level,6
http://orkg.org/orkg/predicate/P41977,Epidote(Ferrous),6
http://orkg.org/orkg/predicate/P37141,Address,6
http://orkg.org/orkg/predicate/P4020,MAPE,6
http://orkg.org/orkg/predicate/P37233,Molecular Mechanism,6
http://orkg.org/orkg/predicate/P41905,Mobility value (cm2/V.s),6
http://orkg.org/orkg/predicate/P43189,Prehnite,6
http://orkg.org/orkg/predicate/P37486,Metamodel scope_Operations,6
http://orkg.org/orkg/predicate/P41242,Museum involved,6
http://orkg.org/orkg/predicate/P41903,Power conversion efficiency (%),6
http://orkg.org/orkg/predicate/P43181,Olivine,6
http://orkg.org/orkg/predicate/P41988,Carbonate alteration zone,6
http://orkg.org/orkg/predicate/P41591,Self-referencing,6
http://orkg.org/orkg/predicate/P43185,Fe/Mg-OH,6
http://orkg.org/orkg/predicate/P43019,Field of application,6
http://orkg.org/orkg/predicate/P15275,Temperature swing and Tm ax,6
http://orkg.org/orkg/predicate/P41667,Ontologies which have been used as imported,6
http://orkg.org/orkg/predicate/P15192,System model,6
http://orkg.org/orkg/predicate/P41899,Energy band gap (eV),6
http://orkg.org/orkg/predicate/P43197,Plagioclase,6
http://orkg.org/orkg/predicate/P41049,No. of Bands,6
http://orkg.org/orkg/predicate/P41265,Illite,6
http://orkg.org/orkg/predicate/P41221,Kaolinite (nm),6
http://orkg.org/orkg/predicate/P37309,Bioactive compounds,6
http://orkg.org/orkg/predicate/P41079,Samples source,6
http://orkg.org/orkg/predicate/P35190,Males,6
http://orkg.org/orkg/predicate/P16015,Supports reference extraction,6
http://orkg.org/orkg/predicate/P41083,Raman Stokes-shift range (cm-1),6
http://orkg.org/orkg/predicate/P34136,DBMS,6
http://orkg.org/orkg/predicate/P35088,Has research method,6
http://orkg.org/orkg/predicate/P7071,Has finding,6
http://orkg.org/orkg/predicate/P41138,Service level,6
http://orkg.org/orkg/predicate/P41902,HOMO (eV),6
http://orkg.org/orkg/predicate/P41050,No. of datasets,6
http://orkg.org/orkg/predicate/P41136,Technology level,6
http://orkg.org/orkg/predicate/P43151,Photocatalyst content,6
http://orkg.org/orkg/predicate/P25022,Case fatality rate,6
http://orkg.org/orkg/predicate/P41967,Fe-bearing Mg-rich spinel (nm),6
http://orkg.org/orkg/predicate/P41146,Reused model,6
http://orkg.org/orkg/predicate/P41904,Mobility type,6
http://orkg.org/orkg/predicate/P43167,Fe-OH,6
http://orkg.org/orkg/predicate/P43217,Channel  length (nm),6
http://orkg.org/orkg/predicate/P43209,Kieserite,6
http://orkg.org/orkg/predicate/P41145,Other levels,6
http://orkg.org/orkg/predicate/P35194,Lead compound,6
http://orkg.org/orkg/predicate/P41870,Relation types,6
http://orkg.org/orkg/predicate/P41058,Reference data,6
http://orkg.org/orkg/predicate/P15230,Performance indicator (in per-capita terms if not otherwise indicated),6
http://orkg.org/orkg/predicate/P41901,LUMO (eV),6
http://orkg.org/orkg/predicate/P37521,Data Domain,6
http://orkg.org/orkg/predicate/P15234,"Age–performance patternc,d OLS / ordinary least square regression",6
http://orkg.org/orkg/predicate/P15311,3D model,6
http://orkg.org/orkg/predicate/P15300,Performance measures,6
http://orkg.org/orkg/predicate/P15195,Simulator,6
http://orkg.org/orkg/predicate/P41045,Spectral resolution-VNIR (nm),6
http://orkg.org/orkg/predicate/P43175,Andesite,6
http://orkg.org/orkg/predicate/P41965,Clinopyroxenes (nm),6
http://orkg.org/orkg/predicate/P43194,serpentine,6
http://orkg.org/orkg/predicate/P37485,Metamodel scope_Business network,6
http://orkg.org/orkg/predicate/P27019,Study type,6
http://orkg.org/orkg/predicate/P37487,Metamodel scope_Strategy and structure,6
http://orkg.org/orkg/predicate/P43208,Sulfates,6
http://orkg.org/orkg/predicate/P43190,Monohydrate,6
http://orkg.org/orkg/predicate/P41662,Techniques/Analysis,6
http://orkg.org/orkg/predicate/P41976,Chlorite (Ferrous),6
http://orkg.org/orkg/predicate/P41675,Minerals in consideration,6
http://orkg.org/orkg/predicate/P41243,Language of smart objects' description,6
http://orkg.org/orkg/predicate/P41128,Ontology name,6
http://orkg.org/orkg/predicate/P43177,Chlorite,6
http://orkg.org/orkg/predicate/P41137,Administration level,6
http://orkg.org/orkg/predicate/P37497,Methodology scope_Management of BA initiatives,6
http://orkg.org/orkg/predicate/P35123,Method,6
http://orkg.org/orkg/predicate/P15231,Aggregation level,6
http://orkg.org/orkg/predicate/P41514,Average N2 fixation rate unit,6
http://orkg.org/orkg/predicate/P41978,Alunite (AL-OH),6
http://orkg.org/orkg/predicate/P41175,OAS,6
http://orkg.org/orkg/predicate/P43213,Frequency (MHz),6
http://orkg.org/orkg/predicate/P43193,ankerite,6
http://orkg.org/orkg/predicate/P15201,Real time,6
http://orkg.org/orkg/predicate/P43214,µef (cm2/ Vs),6
http://orkg.org/orkg/predicate/P41013,Datatype,6
http://orkg.org/orkg/predicate/P5009,Task,6
http://orkg.org/orkg/predicate/P37232,Has antimicrobial properties,6
http://orkg.org/orkg/predicate/P37092,Software Used,6
http://orkg.org/orkg/predicate/P15196,Linux,6
http://orkg.org/orkg/predicate/P43207,saponite,6
http://orkg.org/orkg/predicate/P43211,vermiculite clays,6
http://orkg.org/orkg/predicate/P37152,has experiment,6
http://orkg.org/orkg/predicate/P41134,Activity level,6
http://orkg.org/orkg/predicate/P15194,Fault tolerance,6
http://orkg.org/orkg/predicate/P41660,Fieldwork,6
http://orkg.org/orkg/predicate/P30006,Has participating device,6
http://orkg.org/orkg/predicate/P43187,Fe (Chamosite),6
http://orkg.org/orkg/predicate/P41984,Ferric/Ferrous,6
http://orkg.org/orkg/predicate/P41245,Has user interaction modality,6
http://orkg.org/orkg/predicate/P41979,Kaolinite (AL-OH),6
http://orkg.org/orkg/predicate/P37515,Summarization Type,6
http://orkg.org/orkg/predicate/P37516,Machine Learning Paradigm,6
http://orkg.org/orkg/predicate/P41958,Optical period (M3),6
http://orkg.org/orkg/predicate/P43176,Hematite,6
http://orkg.org/orkg/predicate/P41676,Instruments,6
http://orkg.org/orkg/predicate/P18053,Modiy Date,6
http://orkg.org/orkg/predicate/P15312,Cascaded method,6
http://orkg.org/orkg/predicate/P43210,monohydrated sulfates,6
http://orkg.org/orkg/predicate/P37459,source of ion,6
http://orkg.org/orkg/predicate/P23109,Study design,6
http://orkg.org/orkg/predicate/P15662,Scale economies evaluated  in the approximation point,6
http://orkg.org/orkg/predicate/P15199,Open source,6
http://orkg.org/orkg/predicate/P15310,"# fully connected layer, # features",6
http://orkg.org/orkg/predicate/P43205,Zeolites,6
http://orkg.org/orkg/predicate/P41742,Output/Application,6
http://orkg.org/orkg/predicate/P41661,Outcomes,6
http://orkg.org/orkg/predicate/P43014,has (public) policy competence,6
http://orkg.org/orkg/predicate/P41142,Ontology availability,6
http://orkg.org/orkg/predicate/P41135,Information level,6
http://orkg.org/orkg/predicate/P37140,ISBN,6
http://orkg.org/orkg/predicate/P37131,Uses (RBL) blacklists ,6
http://orkg.org/orkg/predicate/P15309,# convolutional layer,6
http://orkg.org/orkg/predicate/P43224,Strain (%),6
http://orkg.org/orkg/predicate/P41246,Has number of user interactions,6
http://orkg.org/orkg/predicate/P41404,Field instrument,6
http://orkg.org/orkg/predicate/P15185,"Activated group
produced",6
http://orkg.org/orkg/predicate/P37510,Organism Source,5
http://orkg.org/orkg/predicate/P41639,oldssn ontology,5
http://orkg.org/orkg/predicate/P39047,ZnO nanomaterial layer thickness (nm),5
http://orkg.org/orkg/predicate/P41359,Muscovite (nm),5
http://orkg.org/orkg/predicate/P37202,Water column zone,5
http://orkg.org/orkg/predicate/P15183,"Group
hat reacts",5
http://orkg.org/orkg/predicate/P37553,Reaction yield,5
http://orkg.org/orkg/predicate/P41554,"vuvspec_irradiance [Al I, Al II, C$$_x$$F$$_y$$, Ne,I, Xe I, He I]",5
http://orkg.org/orkg/predicate/P37535,The estimated value of Hill coefficient,5
http://orkg.org/orkg/predicate/P9019,Has heuristic,5
http://orkg.org/orkg/predicate/P37517,Automatic Evaluation Metrics,5
http://orkg.org/orkg/predicate/P37214,Depth integrated primary production,5
http://orkg.org/orkg/predicate/P15274,Cooling,5
http://orkg.org/orkg/predicate/P30009,Has solution sample input,5
http://orkg.org/orkg/predicate/P27024,Number of participants,5
http://orkg.org/orkg/predicate/P37564,Scale-up (mg),5
http://orkg.org/orkg/predicate/P15600,The number of examinees,5
http://orkg.org/orkg/predicate/P43104,has environment,5
http://orkg.org/orkg/predicate/P37373,Number of cognitive states,5
http://orkg.org/orkg/predicate/P37558,Reaction time,5
http://orkg.org/orkg/predicate/P7230,Website,5
http://orkg.org/orkg/predicate/P34538,Has assay method,5
http://orkg.org/orkg/predicate/P15011,"Interview, Survey or Brainstorming",5
http://orkg.org/orkg/predicate/P26,has doi,5
http://orkg.org/orkg/predicate/P37475,antimicobials used in study,5
http://orkg.org/orkg/predicate/P37213,Primary production,5
http://orkg.org/orkg/predicate/P39018,Biosensor working principle,5
http://orkg.org/orkg/predicate/P15420,Future scope,5
http://orkg.org/orkg/predicate/P37548,The reasons that drive variations in Hill coefficient,5
http://orkg.org/orkg/predicate/P39016,Material of the cantilever,5
http://orkg.org/orkg/predicate/P39044,Device structure,5
http://orkg.org/orkg/predicate/P37511,Source name,5
http://orkg.org/orkg/predicate/P39017,Structure of the biosensor,5
http://orkg.org/orkg/predicate/P37327,"N:P i.e., [NO3 + NO2]:[PO4]",5
http://orkg.org/orkg/predicate/P43215,Minimum bending (mm),5
http://orkg.org/orkg/predicate/P37566,Data availability ,5
http://orkg.org/orkg/predicate/P36013,statistical significance,5
http://orkg.org/orkg/predicate/P42011,Data formats,5
http://orkg.org/orkg/predicate/P37508,Compound name,5
http://orkg.org/orkg/predicate/P41470,Mixed layer depth (meter) (upper limit),5
http://orkg.org/orkg/predicate/P37251,P_Te_2[eV],5
http://orkg.org/orkg/predicate/P41471,Uptake rate unit is different in paper,5
http://orkg.org/orkg/predicate/P37323,Nitrogen fixation rates,5
http://orkg.org/orkg/predicate/P35189,Females,5
http://orkg.org/orkg/predicate/P37326,Surface primary production,5
http://orkg.org/orkg/predicate/P15326,Normalized error,5
http://orkg.org/orkg/predicate/P41010,Density (g/cm^3),5
http://orkg.org/orkg/predicate/P41014,Total datasets (Channel-2),5
http://orkg.org/orkg/predicate/P39019,Theoretical analysis performed,5
http://orkg.org/orkg/predicate/P37460,land use type,5
http://orkg.org/orkg/predicate/P15299,Some of the simulation model characteristics,5
http://orkg.org/orkg/predicate/P37376,Machine learning classifier used,5
http://orkg.org/orkg/predicate/P15204,Security,5
http://orkg.org/orkg/predicate/P37513,software used to analyze the dose response data,5
http://orkg.org/orkg/predicate/P18037,F1,5
http://orkg.org/orkg/predicate/P39043,Device performance,5
http://orkg.org/orkg/predicate/P18051,Protein Target,5
http://orkg.org/orkg/predicate/P15595,Cognitive tests Findings,5
http://orkg.org/orkg/predicate/P37565,Safety hazard,5
http://orkg.org/orkg/predicate/P37374,Number of subjects considered for the analysis,5
http://orkg.org/orkg/predicate/P37294,Atmospheric Correction required,5
http://orkg.org/orkg/predicate/P15307,esearch method & question set,5
http://orkg.org/orkg/predicate/P37471,Bacterial strains used in study,5
http://orkg.org/orkg/predicate/P41196,Prototype extraction tool,5
http://orkg.org/orkg/predicate/P41571,Surface roughness (nm),5
http://orkg.org/orkg/predicate/P41885,Limit,5
http://orkg.org/orkg/predicate/P5007,Clustering,5
http://orkg.org/orkg/predicate/P15180,Activation method,5
http://orkg.org/orkg/predicate/P37381,Actuation Method,5
http://orkg.org/orkg/predicate/P15181,"Group that reacts (with
activated matrix)",5
http://orkg.org/orkg/predicate/P15018,Implemented into real vehicle,5
http://orkg.org/orkg/predicate/P37455,refered to as,5
http://orkg.org/orkg/predicate/P43077,Impact indicator,5
http://orkg.org/orkg/predicate/P15306,Type of question asked,5
http://orkg.org/orkg/predicate/P37549,Location of the research group,5
http://orkg.org/orkg/predicate/P37037,Supports owl:sameAs Inference,5
http://orkg.org/orkg/predicate/P15219,Controller design,5
http://orkg.org/orkg/predicate/P15254,Conclusion (s) NE-Y (from nuclear energy consumption to economic growth),5
http://orkg.org/orkg/predicate/P37324,Surface nitrogen fixation rates,5
http://orkg.org/orkg/predicate/P41513,Average N2 fixation rate,5
http://orkg.org/orkg/predicate/P41646,Geo ontology,5
http://orkg.org/orkg/predicate/P37563,Special conditions,5
http://orkg.org/orkg/predicate/P37556,Precursor of cobinamide,5
http://orkg.org/orkg/predicate/P37377,Classification scheme,5
http://orkg.org/orkg/predicate/P41124,Clinopyroxene (augite)-2 (cm-1),5
http://orkg.org/orkg/predicate/P37375,Average classification accuracy,5
http://orkg.org/orkg/predicate/P23103,Reviews,5
http://orkg.org/orkg/predicate/P41339,Band ratio,5
http://orkg.org/orkg/predicate/P41614,Taxonomic learning,5
http://orkg.org/orkg/predicate/P15596,Number of examinees,5
http://orkg.org/orkg/predicate/P37478,Method used to calculate minimum inhibition concentration,5
http://orkg.org/orkg/predicate/P15593,Chronologic age in months,5
http://orkg.org/orkg/predicate/P23132,Pre-treatment SF (seizures/ month or year),5
http://orkg.org/orkg/predicate/P41324,Class hierarchy learning,5
http://orkg.org/orkg/predicate/P34595,Data dump,5
http://orkg.org/orkg/predicate/P43020,has analytical skills,5
http://orkg.org/orkg/predicate/P41052,Low Calcium Pyroxene (LCP-nm),5
http://orkg.org/orkg/predicate/P41046,Spectral resolution-SWIR (nm),5
http://orkg.org/orkg/predicate/P43015,has law competence,5
http://orkg.org/orkg/predicate/P37557,Major reactant,5
http://orkg.org/orkg/predicate/P37293,Minerals/ Feature Mapped,5
http://orkg.org/orkg/predicate/P37477,pharmacodynamic model used for calculation,5
http://orkg.org/orkg/predicate/P41686,Supplements,5
http://orkg.org/orkg/predicate/P9020,Has exact solution method,5
http://orkg.org/orkg/predicate/P41082,Grain size (mm),5
http://orkg.org/orkg/predicate/P15466,Global,5
http://orkg.org/orkg/predicate/P37434, Film structure,5
http://orkg.org/orkg/predicate/P37575,factors affecting bacterial growth rate,5
http://orkg.org/orkg/predicate/P15687,Sample size (n),5
http://orkg.org/orkg/predicate/P37250,P_Te_1[eV],5
http://orkg.org/orkg/predicate/P37325,Depth integrated nitrogen fixation rates,5
http://orkg.org/orkg/predicate/P41077,Unit (primary production),4
http://orkg.org/orkg/predicate/P37439,number of references,4
http://orkg.org/orkg/predicate/P35225,Organizational factors influencing evidence-based decision-making,4
http://orkg.org/orkg/predicate/P43075,Output indicator,4
http://orkg.org/orkg/predicate/P15250,Conclusion (s) NE-Y(nuclear energy consumption to economic growth ),4
http://orkg.org/orkg/predicate/P15082,Memory Usage,4
http://orkg.org/orkg/predicate/P41651,FOAF ontology,4
http://orkg.org/orkg/predicate/P36047,Has heuristic solution method,4
http://orkg.org/orkg/predicate/P41599,AUC with AI ,4
http://orkg.org/orkg/predicate/P41615,Validation tool,4
http://orkg.org/orkg/predicate/P35147,Compound of interest,4
http://orkg.org/orkg/predicate/P9001,has dataset,4
http://orkg.org/orkg/predicate/P37436,funder,4
http://orkg.org/orkg/predicate/P41388,Alunite (Opalized rock) (nm),4
http://orkg.org/orkg/predicate/P7052,Supports research data,4
http://orkg.org/orkg/predicate/P37253,Data split,4
http://orkg.org/orkg/predicate/P15277,Failure mechanism,4
http://orkg.org/orkg/predicate/P41951,Volumetric primary production (upper limit),4
http://orkg.org/orkg/predicate/P35149,Electrode design,4
http://orkg.org/orkg/predicate/P37150,MOOC Period,4
http://orkg.org/orkg/predicate/P37346,Publication location,4
http://orkg.org/orkg/predicate/P37255,VUVSpec_irradiance (s^-1 x cm^-2) x 10^15,4
http://orkg.org/orkg/predicate/P37593,Biblical passages,4
http://orkg.org/orkg/predicate/P37500,Has exact calculation,4
http://orkg.org/orkg/predicate/P15409,Important implementation parameters / factors,4
http://orkg.org/orkg/predicate/P9070,has instrument,4
http://orkg.org/orkg/predicate/P41654,DUL ontology,4
http://orkg.org/orkg/predicate/P41087,Olivine-2 (cm-1),4
http://orkg.org/orkg/predicate/P35227,Individual factors influencing evidence-based decision-making,4
http://orkg.org/orkg/predicate/P35161,Absorption cycles,4
http://orkg.org/orkg/predicate/P41952,Volumetric primary production unit,4
http://orkg.org/orkg/predicate/P35226,Environmental factors influencing evidence-based decision-making,4
http://orkg.org/orkg/predicate/P15217,Settling time (s) 2 Δf2,4
http://orkg.org/orkg/predicate/P41385,Minerals mapped,4
http://orkg.org/orkg/predicate/P35150,Lowest Electric field  (V/cm),4
http://orkg.org/orkg/predicate/P35102,has sample,4
http://orkg.org/orkg/predicate/P34023,NPV,4
http://orkg.org/orkg/predicate/P37501,Has bound calculations,4
http://orkg.org/orkg/predicate/P37153,Type of analysis,4
http://orkg.org/orkg/predicate/P27014,Has participants,4
http://orkg.org/orkg/predicate/P15214,Undershoot [pu] 2 Δf2,4
http://orkg.org/orkg/predicate/P18085,Swelling coefficient,4
http://orkg.org/orkg/predicate/P41653,Schema ontology,4
http://orkg.org/orkg/predicate/P41174,TALIFF,4
http://orkg.org/orkg/predicate/P35072,Material,4
http://orkg.org/orkg/predicate/P15216,Settling time (s) 1 Δf1,4
http://orkg.org/orkg/predicate/P37379,Brin imaging modality,4
http://orkg.org/orkg/predicate/P34118,PPV,4
http://orkg.org/orkg/predicate/P41150,Type of inorganic nanoparticles,4
http://orkg.org/orkg/predicate/P37546, Ecosystem services investigated,4
http://orkg.org/orkg/predicate/P37418,Orgsnisations,4
http://orkg.org/orkg/predicate/P37357,nuclear reactor coolant,4
http://orkg.org/orkg/predicate/P41598,AUC without AI ,4
http://orkg.org/orkg/predicate/P41218,Montmorillonite (nm),4
http://orkg.org/orkg/predicate/P15686,"Prevalence, %",4
http://orkg.org/orkg/predicate/P43102,has time,4
http://orkg.org/orkg/predicate/P36035,Participated in,4
http://orkg.org/orkg/predicate/P34590,Entity type,4
http://orkg.org/orkg/predicate/P41100,Plagioclase-2 (cm-1),4
http://orkg.org/orkg/predicate/P7072,has conclusion,4
http://orkg.org/orkg/predicate/P37199,Incubation time,4
http://orkg.org/orkg/predicate/P36055,Problem Classification,4
http://orkg.org/orkg/predicate/P41215,OH stretch/overtone (nm),4
http://orkg.org/orkg/predicate/P37431,Material structure,4
http://orkg.org/orkg/predicate/P37341,Thermal Resistance of Borehole,4
http://orkg.org/orkg/predicate/P41604,95% confidence interval (without AI),4
http://orkg.org/orkg/predicate/P41294,has smart city instance,4
http://orkg.org/orkg/predicate/P37592,Sample shape and dimensions,4
http://orkg.org/orkg/predicate/P15017,Implemented as display mock-up,4
http://orkg.org/orkg/predicate/P23133,Post- treatment SF (seizures/ month or year),4
http://orkg.org/orkg/predicate/P37314,Future Challenges,4
http://orkg.org/orkg/predicate/P41600,Imaging modality ,4
http://orkg.org/orkg/predicate/P35151,Highest Electric field (V/cm),4
http://orkg.org/orkg/predicate/P18082,Chemical formula,4
http://orkg.org/orkg/predicate/P23151,patient characteristics,4
http://orkg.org/orkg/predicate/P41091,Pyroxene-4 (cm-1),4
http://orkg.org/orkg/predicate/P37650,Method,4
http://orkg.org/orkg/predicate/P37502,Has the time complexity,4
http://orkg.org/orkg/predicate/P29013,Has hypothesis,4
http://orkg.org/orkg/predicate/P41469,Mixed layer depth (meter) (lower limit),4
http://orkg.org/orkg/predicate/P41202,Workshop type,4
http://orkg.org/orkg/predicate/P41173,PROES,4
http://orkg.org/orkg/predicate/P41605,95% confidence interval (with AI),4
