researchproblem,researchproblemLabel,paperCount
http://orkg.org/orkg/resource/R147405,Identification of Hydrothermal Alteration Zones from Landsat 8 OLI,1
http://orkg.org/orkg/resource/R143525,Thermal infrared (TIR) remote sensing techniques for urban climate and environmental studies,1
http://orkg.org/orkg/resource/R69807,NER,1
http://orkg.org/orkg/resource/R50155,representation of consent according to GDPR,1
http://orkg.org/orkg/resource/R110037, Effects of warming on vegetation,1
http://orkg.org/orkg/resource/R69730,Reevaluation of lead and its compounds to derive a biological guidance value at the workplace (BLW) ,1
http://orkg.org/orkg/resource/R53386,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R140853,Determining Sentiment Intensity,1
http://orkg.org/orkg/resource/R108128,"Classificatiom, Data dimemsionality reduction and End member extraction techniques were used to show the potential of AVIRIS (airborne) and Hyperion (spaceborne). Hyperspectral data in mineral mapping.",1
http://orkg.org/orkg/resource/R108532,How to rank websites by trust?,1
http://orkg.org/orkg/resource/R69726,Reevaluation of the biological reference value (BAR) for lead ,1
http://orkg.org/orkg/resource/R140627,Chinese Semantic Dependency Parsing,1
http://orkg.org/orkg/resource/R8841,comparison of staining effect of Pt-blue + Pb on different structures,1
http://orkg.org/orkg/resource/R58123,Neubewertung aller toxikologischen Werte für iso-Decyloleat,1
http://orkg.org/orkg/resource/R109082,Knowledge Graph-based Recommendation,1
http://orkg.org/orkg/resource/R69519,"Neubewertung des MAK-Wertes und der fruchtschädigenden Wirkung von 1,1,2-Trichlorethan",1
http://orkg.org/orkg/resource/R8758,how to effectively support query and analysis,1
http://orkg.org/orkg/resource/R147725,Named Entity Recognition and Typing,1
http://orkg.org/orkg/resource/R6891,Traffic situation knowledge representation,1
http://orkg.org/orkg/resource/R108140,"Basic hyperspectral image processing steps including Minimum Noise Fraction (MNF) and End member extraction, are used to extract the spectral features for iron oxides from spaceborne hyperspectral image.",1
http://orkg.org/orkg/resource/R107827,"Researches normally focus only on one type of interaction, an element (blueprint) is needed to guide research that interrelate two or more of them.",1
http://orkg.org/orkg/resource/R58036,Reevaluierung der Expositionsäquivalente für krebserzeugende Arbeitsstoffe für Nickel in der Luft und im Urin,1
http://orkg.org/orkg/resource/R139833,How to define digital heritage interpretation?,1
http://orkg.org/orkg/resource/R68945,Knowledge Extraction,1
http://orkg.org/orkg/resource/R53099,Reevaluation of the MAK value for Ethylbenzene,1
http://orkg.org/orkg/resource/R155431,Identification of sulfates on Mars using MRO CRISM data,1
http://orkg.org/orkg/resource/R70377,Sensor Data,1
http://orkg.org/orkg/resource/R138706,Creation of ontology using thesaurus,1
http://orkg.org/orkg/resource/R48042,Synthesis and evaluation of SARS coronavirus 3CL protease inhibitors,1
http://orkg.org/orkg/resource/R68019,Beschreibung einer Air Monitoring Methode zur Bestimmung von Selen am Arbeitsplatz,1
http://orkg.org/orkg/resource/R74154,Smart City's dashboards creation,1
http://orkg.org/orkg/resource/R138507,"Raman spectral analysis for lunar mineral grains, soil fines, breccia fragments and glasses",1
http://orkg.org/orkg/resource/R155203,CRISM spectra for indentification of Hydrated minerals on Mars,1
http://orkg.org/orkg/resource/R46390,sentence similarity,1
http://orkg.org/orkg/resource/R70173,Reduction of weight loss in SARS-CoV (MA15) infected mice,1
http://orkg.org/orkg/resource/R56072,Understanding the dependence of tropical convection on the large-scale environment,1
http://orkg.org/orkg/resource/R53265,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R74528,connection of human values and Scrum roles,1
http://orkg.org/orkg/resource/R34964,Evolutionary Computation Techniques,1
http://orkg.org/orkg/resource/R147897,Crowdsourcing,1
http://orkg.org/orkg/resource/R136028,Cold-start Problem,1
http://orkg.org/orkg/resource/R58042,Validation of an air monitoring method for the determination of 11 alkanolamines in workplace air,1
http://orkg.org/orkg/resource/R75049,Pulsed electric field (PEF) treatment for bioactive compounds extraction,1
http://orkg.org/orkg/resource/R12176,Assembly Line Worker Integration and Balancing Problem (ALWIBP),1
http://orkg.org/orkg/resource/R8452,Comparison of the outcomes of manual and automated processes for transfer of human induced pluripotent stem cell lines between different sites representative of research and manufacturing settings,1
http://orkg.org/orkg/resource/R46370,Neural network approaches to Named-Entity Recognition,1
http://orkg.org/orkg/resource/R23258,Photocorrosion mechanism of active iron,1
http://orkg.org/orkg/resource/R69509,Bewertung aller toxikologischen Werte für Pentachlorethan,1
http://orkg.org/orkg/resource/R143986,Advantage of integrated spectral analysis for clinochlore mineral,1
http://orkg.org/orkg/resource/R110437,electric vehicles,1
http://orkg.org/orkg/resource/R47012,Algorithm comparision,1
http://orkg.org/orkg/resource/R8073,bone formation,1
http://orkg.org/orkg/resource/R44249,Named Entity Recognition and Classification,1
http://orkg.org/orkg/resource/R69037,"Neubewertung aller toxikologischen Werte von 1,2-Dihydro-2,2,4-trimethyl-quinoline, polymer",1
http://orkg.org/orkg/resource/R78361,No data documentation on ethanolic root extract of Baphia nitida in the treatment of anaemia in Akwa Ibom State.,1
http://orkg.org/orkg/resource/R140995,Summarization,1
http://orkg.org/orkg/resource/R144332,Liposomes as drug carriers,1
http://orkg.org/orkg/resource/R46343,Fast and Accurate Entity Recognition,1
http://orkg.org/orkg/resource/R74534,What are the current privacy requirements and how BBTR compares?,1
http://orkg.org/orkg/resource/R50692,Schädigung durch maximale Konzentration von Glutarsäure am Arbeitsplatz,1
http://orkg.org/orkg/resource/R69479,Verifizierung einer Biomonitoring Methode zur Bestimmung von Formamid in Urin,1
http://orkg.org/orkg/resource/R8706,The problem of poor data quality especially affects product master data provided by manufacturing companies,1
http://orkg.org/orkg/resource/R69976,Inhibition of SARS coronavirus 3C-like protease R188I mutant,1
http://orkg.org/orkg/resource/R110105,"Actautors fabrication and charecterization, Soft Grippers",1
http://orkg.org/orkg/resource/R70001,Inhibition of SARS-CoV-2 pseudoparticle entry in Huh-7 cells,1
http://orkg.org/orkg/resource/R78200,The aim of this study was to investigate if sterilization can reduce differences in the fate and bioavailability of organic pollutants between different soils.,1
http://orkg.org/orkg/resource/R69034,Neubewertung des MAK-Wertes für hydrogeniertes leichtes Erdöldestillat,1
http://orkg.org/orkg/resource/R4660,Required skills in the 30 Most-Frequently Advertised Occupations in the United ates,1
http://orkg.org/orkg/resource/R46402,Understanding unstructured text,1
http://orkg.org/orkg/resource/R53349,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R53127,"Evaluation of a momentary value for N,N‐dimethylethylamine",1
http://orkg.org/orkg/resource/R78207,"Activities associated with petroleum exploration, development and production operations have local detrimental and significant impacts on the atmosphere, soils and sediments, surface and groundwater, marine environment and terrestrial ecosystems in the Niger Delta.",1
http://orkg.org/orkg/resource/R74592,Usable privacy and security,1
http://orkg.org/orkg/resource/R5232,self-citation,1
http://orkg.org/orkg/resource/R68709,Neubewertung von Lindan,1
http://orkg.org/orkg/resource/R78296,"The effect of hydroxycinnamic acids (caffeic, ferulic and p-coumaric acids) on the microbial mineralisation of phenanthrene in soil slurry by the indigenous microbial community has been investigated.",1
http://orkg.org/orkg/resource/R4914,Classification of Production Technology for Books using Convolutional Neural Networks,1
http://orkg.org/orkg/resource/R51126,Reevaluation of the MAK value for α-Aluminium oxide,1
http://orkg.org/orkg/resource/R70331,Quality metrics,1
http://orkg.org/orkg/resource/R50580,review of deep learning approaches for retinal image analysis  ,1
http://orkg.org/orkg/resource/R151125,position tracking,1
http://orkg.org/orkg/resource/R75838,"Describing adaptive decision-making in dynamic situations with volatile information, and emerging coordination structures",1
http://orkg.org/orkg/resource/R114074,choosing relevant sources before query processing,1
http://orkg.org/orkg/resource/R53075,workflow and tooling for front-end developer ,1
http://orkg.org/orkg/resource/R147457,Regolith mapping using Landsat-8 OLI in Brazil,1
http://orkg.org/orkg/resource/R76761,review the recent advances in representation learning for dynamic graphs,1
http://orkg.org/orkg/resource/R41511,"different architectures for the relation encoder ftheta, all built on top of the widely used Transformer sequence model (Devlin et al., 2018; Vaswani et al., 2017)",1
http://orkg.org/orkg/resource/R50686,Schädigung durch maximale Konzentration von Azinphos‐methyl am Arbeitsplatz,1
http://orkg.org/orkg/resource/R70391,Scholarly event analysis,1
http://orkg.org/orkg/resource/R52339,Reevaluation of the BAT value for Dichloromethane,1
http://orkg.org/orkg/resource/R108149,This paper discusses an improved K-means unsupervised classification algorithm in Mineral mapping using Hyperspectral Images.,1
http://orkg.org/orkg/resource/R74153,Smart City's dashboards creation,1
http://orkg.org/orkg/resource/R67670,Evaluation of all toxilogocal endpoints for diethylbenzene as mixture of isomers as well as individual isomers,1
http://orkg.org/orkg/resource/R78069,are bioactive compounds present in Sphenocentrum jollyanum plant?,1
http://orkg.org/orkg/resource/R151667,X-ray laser physics,1
http://orkg.org/orkg/resource/R140633, Joint Student Response Analysis,1
http://orkg.org/orkg/resource/R144956,Parsing,1
http://orkg.org/orkg/resource/R48039,Antiviral Activities against Severe Acute Respiratory Syndrome Coronavirus,1
http://orkg.org/orkg/resource/R141055,Detection of uncertainty cues and their linguistic scope,1
http://orkg.org/orkg/resource/R144202,Application of machine learning with remote sensing for refugee settlement mapping,1
http://orkg.org/orkg/resource/R109227,Inaccuracy with conventional feature extraction algorithms,1
http://orkg.org/orkg/resource/R144143,Extracellular vesicles as drug delivery systems,1
http://orkg.org/orkg/resource/R142377,Databases design,1
http://orkg.org/orkg/resource/R8479,cloud service-level agreement,1
http://orkg.org/orkg/resource/R110076,Rehabilitation of stroke patients and soft robotics,1
http://orkg.org/orkg/resource/R140632,Recognizing Textual Entailment,1
http://orkg.org/orkg/resource/R38831,Identification of SARS-CoV-2 by Metagenomic RNA sequencing,1
http://orkg.org/orkg/resource/R140874,Emphasis Selection for Written Text,1
http://orkg.org/orkg/resource/R9362,comparison of staining effect of uranyl acetate and lead citrate section stain on different features of human hair,1
http://orkg.org/orkg/resource/R147255,Mineralogical diversity of Mare Serenitatis using Moon Mineralogy Mapper data,1
http://orkg.org/orkg/resource/R50395,Schädigung durch maximale Konzentration von 2-Butoxyethylacetat am Arbeitsplatz,1
http://orkg.org/orkg/resource/R76675,Balancing robotic disassembly line,1
http://orkg.org/orkg/resource/R141069,Predicting Current and Future Psychological Health,1
http://orkg.org/orkg/resource/R74428,Knowledge Graph-based Recommendation,1
http://orkg.org/orkg/resource/R114067,Influence of Caching ASK Requests on runtime ,1
http://orkg.org/orkg/resource/R155226,Identification of Phyllosilicates using MRO CRISM data,1
http://orkg.org/orkg/resource/R6823,Road vehicle detection,1
http://orkg.org/orkg/resource/R76161,Graded Word Similarity in Context,1
http://orkg.org/orkg/resource/R67631,Neubewertung von Blei und seinen Verbindungen und Ableitung eines Biologischen Leitwerts (BLW),1
http://orkg.org/orkg/resource/R51045,Evaluation of a biological reference value (BAR) for antimony,1
http://orkg.org/orkg/resource/R4642,Automated approach for skill entity recognition to define dynamic taxonomy,1
http://orkg.org/orkg/resource/R138041,Colon cancer,1
http://orkg.org/orkg/resource/R78362,No data documentation on ethanolic root extract of Baphia nitida in the treatment of anaemia in Akwa Ibom State.,1
http://orkg.org/orkg/resource/R8216,crowd safety,1
http://orkg.org/orkg/resource/R78171,"Assessment of Some Atmospheric Heavy Metals in Lichen and Moss Samples Collected from Eket and Ibeno Local Government Areas of Akwa Ibom State, Nigeria",1
http://orkg.org/orkg/resource/R50602,Schädigung durch maximale Konzentration von Bisphenol-A-diglycidylether am Arbeitsplatz,1
http://orkg.org/orkg/resource/R110137,Optimal sizing and scheduling of hybrid energy systems and microgrids,1
http://orkg.org/orkg/resource/R139751,How to present contested heritage in a digital archive?,1
http://orkg.org/orkg/resource/R58139,Ableitung eines MAK-Wertes und anderer toxikologischer Werte für Kokosnussöl,1
http://orkg.org/orkg/resource/R74015,image segmentation,1
http://orkg.org/orkg/resource/R51105,"Reevaluation of the correlation between external and internal exposure of 1,4-dichlorobenzene",1
http://orkg.org/orkg/resource/R68679,Advancing domains using big Earth data,1
http://orkg.org/orkg/resource/R155114,AVIRIS-NG image to identify hydrothermally altered minerals,1
http://orkg.org/orkg/resource/R140844,Evaluating Temporal Information Understanding,1
http://orkg.org/orkg/resource/R50182,    MULTIMODAL SPEECH EMOTION RECOGNITION,1
http://orkg.org/orkg/resource/R69473,Verification of a biomonitoring method for the determination of formamide in urine,1
http://orkg.org/orkg/resource/R109432,Source localization of epileptic activity and optmization of transcranial electric stimulation ,1
http://orkg.org/orkg/resource/R2091,Collaborative Data Curation,1
http://orkg.org/orkg/resource/R76288,semantic interoperability support for the e-Health system,1
http://orkg.org/orkg/resource/R51392,inhibitors of SARS-CoV-2 replication,1
http://orkg.org/orkg/resource/R75051,Pulsed electric field (PEF) treatment for bioactive compounds extraction,1
http://orkg.org/orkg/resource/R48033,"The purpose of this paper is to describe one of the deposits hosted by Karoo strata, namely the one at Ryedale mine situated 110 km west of Johannesburg.",1
http://orkg.org/orkg/resource/R53112,Reevaluation of the MAK value for Ethanol,1
http://orkg.org/orkg/resource/R41280,SARS-CoV-2 screening in Iceland,1
http://orkg.org/orkg/resource/R67824,Neubewertung des MAK-Wertes für Methanthiol,1
http://orkg.org/orkg/resource/R139890,Community Architecture,1
http://orkg.org/orkg/resource/R136045,Ovarian Cancer,1
http://orkg.org/orkg/resource/R4916,Classification of Images based on the cropped images extracted from the main images,1
http://orkg.org/orkg/resource/R111726,shared brain responses,1
http://orkg.org/orkg/resource/R53324,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R47007,systematic analysis of online social networks,1
http://orkg.org/orkg/resource/R118521,Video Classification,1
http://orkg.org/orkg/resource/R4448,Defining the required skills for OR related jobs,1
http://orkg.org/orkg/resource/R68740,Validation of an air monitoring method for the determination of epichlorohydrin in workplace air,1
http://orkg.org/orkg/resource/R53336,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R143830,Use of hyperspectral remote sensing technology to geological applications,1
http://orkg.org/orkg/resource/R8129,User interaction,1
http://orkg.org/orkg/resource/R4116,number of non-transitive equivariant tilings,1
http://orkg.org/orkg/resource/R153397,confidence rules,1
http://orkg.org/orkg/resource/R2039,Collaborative question answering,1
http://orkg.org/orkg/resource/R4180,prototype development,1
http://orkg.org/orkg/resource/R109708,Loss-of-coolant accident,1
http://orkg.org/orkg/resource/R69969,Inhibition of SARS coronavirus chymotrypsin-like protease,1
http://orkg.org/orkg/resource/R68751,Validation of a biomonitoring method for the determination of tobacco-specific nitrosamines,1
http://orkg.org/orkg/resource/R53397,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R114124,RDF Graph Indexing and query cost scaling,1
http://orkg.org/orkg/resource/R68001,Neubewertung des Biologischen Arbeitsstoff-Toleranzwertes (BAT) für Chlorbenzol,1
http://orkg.org/orkg/resource/R110134,Optimal sizing and scheduling of hybrid energy systems and microgrids,1
http://orkg.org/orkg/resource/R4630,Finding important knowledge and skills for big data related jobs,1
http://orkg.org/orkg/resource/R140999,Fine-grained Event Classification,1
http://orkg.org/orkg/resource/R109115,Digital Repositories,1
http://orkg.org/orkg/resource/R46401,Machine Comprehension on Sparse Data,1
http://orkg.org/orkg/resource/R8687,transition to open access,1
http://orkg.org/orkg/resource/R143964,Polarized raman scattering for calcium alumino silicate glasses,1
http://orkg.org/orkg/resource/R68015,Validation of a measurement procedure for the determination of 2-phenoxyethanol in workplace air,1
http://orkg.org/orkg/resource/R109989,Impact of biochar on carbon quality and storage,1
http://orkg.org/orkg/resource/R5120,semantics of medical data,1
http://orkg.org/orkg/resource/R139666,Analysis of spectroscopic data for Mud volcanism on Mars,1
http://orkg.org/orkg/resource/R140701,Mapping of mineral-bound buddingtonite (dominant ammonium)  in hydrothermally altered rocks from Nevada,1
http://orkg.org/orkg/resource/R145736,Religious Activities' Compliance,1
http://orkg.org/orkg/resource/R56058,Coupling a stochastic multicloud model to the convection scheme of an operational climate model,1
http://orkg.org/orkg/resource/R69470,Beschreibung einer Analysemethode zur Grenzwertüberwachung von 11 Alkanolaminen,1
http://orkg.org/orkg/resource/R4881,Multilinguality in knowledge graphs,1
http://orkg.org/orkg/resource/R51141,Reevaluation of the MAK value for o-Phenylphenol (OPP) and sodium o-phenylphenol (OPP-Na),1
http://orkg.org/orkg/resource/R119382,Zero-Shot Learning,1
http://orkg.org/orkg/resource/R12074,Task division assembly line balancing problem,1
http://orkg.org/orkg/resource/R141029,Dimensional Sentiment Analysis,1
http://orkg.org/orkg/resource/R155265,Neurosymbolic hybrid systems,1
http://orkg.org/orkg/resource/R74709,Contributions of smart cities technologies to cultural heritage documentation and services ,1
http://orkg.org/orkg/resource/R41429,how to effectively make use of relevant information while ignoring irrelevant information from the dependency trees,1
http://orkg.org/orkg/resource/R9583,Ambiguity in QA,1
http://orkg.org/orkg/resource/R74419,Social Networks-based Recommendation,1
http://orkg.org/orkg/resource/R9580,Distributed Knowledge in QA,1
http://orkg.org/orkg/resource/R147338,Identification of anorthosites across  Orientale basin,1
http://orkg.org/orkg/resource/R46344,faster alternative to Bi - LSTMs for NER,1
http://orkg.org/orkg/resource/R75644,Prevalence of epilepsy in Europe,1
http://orkg.org/orkg/resource/R147643,Identifying scientific methods and datasets in text,1
http://orkg.org/orkg/resource/R70376,Machine Learning,1
http://orkg.org/orkg/resource/R140849,Identification of implicit polarity,1
http://orkg.org/orkg/resource/R145683,Province-level Modern Standard Arabic identification,1
http://orkg.org/orkg/resource/R50722,Schädigung durch maximale Konzentration von Titandioxid am Arbeitsplatz,1
http://orkg.org/orkg/resource/R69493,"Neubewertung aller toxikologischen Werte für 1,1-Dichlorethan",1
http://orkg.org/orkg/resource/R78427,Sustainability factors in a context or regional analysis ,1
http://orkg.org/orkg/resource/R9578,Templates in QA,1
http://orkg.org/orkg/resource/R147262,Mapping of basalts in Mare Imbrium using Moon Mineralogy Mapper data,1
http://orkg.org/orkg/resource/R147327,Characterization of mantle rocks around the Lunar Imbrium Basin using Moon Mineralogy Mapper,1
http://orkg.org/orkg/resource/R8408,chamber-based method for measuring carbon 13 isotope of soil respiration,1
http://orkg.org/orkg/resource/R69754,Development of a biomonitoring method for the determination of ochratoxin A in serum,1
http://orkg.org/orkg/resource/R155209,Exploration of MSL Curiosity landing site in Gale crater using MRO CRISM,1
http://orkg.org/orkg/resource/R140342,Directed Graphs,1
http://orkg.org/orkg/resource/R46425,Machine Reading,1
http://orkg.org/orkg/resource/R53031,Reevaluation of the MAK value for methyl acetate,1
http://orkg.org/orkg/resource/R109610,Paediatric health policies,1
http://orkg.org/orkg/resource/R4550,Defining required skills for IT jobs,1
http://orkg.org/orkg/resource/R46406,MC,1
http://orkg.org/orkg/resource/R50446,Schädigung durch maximale Konzentration von Dichloressigsäure am Arbeitsplatz,1
http://orkg.org/orkg/resource/R8224,Crowd simulation and evacuation,1
http://orkg.org/orkg/resource/R70046,Inhibition of SARS-CoV-2 pseudoparticle entry in human lung Airway Chip at reported drug Cmax,1
http://orkg.org/orkg/resource/R142387,Ontology learning from Unified Modeling Language,1
http://orkg.org/orkg/resource/R44580,Disaster affected local communities are often excluded from decision making processes that affect their capacities and resilience. Little is known about how data-driven and ICT-supported processes can strengthen local communities' voices in these decision making processes.,1
http://orkg.org/orkg/resource/R53365,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R109431,"How Internet addiction, and impulsivity leads to risky cybersecurity behaviours and attitudes",1
http://orkg.org/orkg/resource/R108111,There was an scarcity of current hyperspectral datasets/sensors to map minerals. ,1
http://orkg.org/orkg/resource/R144001,Raman spectral analysis for humite minerals,1
http://orkg.org/orkg/resource/R12032,Wavelet theory,1
http://orkg.org/orkg/resource/R69451,Reevaluation of the maximum concentration at the workplace (MAK) for aniline,1
http://orkg.org/orkg/resource/R8244,"user behaviour, digital archives",1
http://orkg.org/orkg/resource/R46242,Stream processing specific algorithms,1
http://orkg.org/orkg/resource/R138638,Improving effectiveness of individual applications contribution in the smart city field,1
http://orkg.org/orkg/resource/R53017,Reevaluation of the MAK value for Nitroglycerin,1
http://orkg.org/orkg/resource/R67682,Reevaluation of the maximum concentration at the workplace (MAK value) and the Pregnancy Risk Group of naled,1
http://orkg.org/orkg/resource/R68971,Neubewertung der krebserzeugenden Wirkung von 2-Butoxyethanol,1
http://orkg.org/orkg/resource/R150072,Identify factors influencing conference attendance,1
http://orkg.org/orkg/resource/R141017,Arabic Dialect Identification,1
http://orkg.org/orkg/resource/R136277,framework,1
http://orkg.org/orkg/resource/R2079,Data Versioning,1
http://orkg.org/orkg/resource/R69743,Entwicklung und Verifizierung einer Biomonitoring-Methode zur Bestimmung von Naphthalin in Urin,1
http://orkg.org/orkg/resource/R4621,Network Modeling,1
http://orkg.org/orkg/resource/R144340,Solid lipid nanoparticles as drug carriers,1
http://orkg.org/orkg/resource/R53327,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R50524,Schädigung durch maximale Konzentration von Hexachlorethan am Arbeitsplatz,1
http://orkg.org/orkg/resource/R50732,Ableitung eines Biologischen Arbeitsstoff-Referenzwerts (BAR) für Antimon,1
http://orkg.org/orkg/resource/R76648,"limited to data, deal with non-linear relationships between inputs and output, speed in calculation",1
http://orkg.org/orkg/resource/R150731,Photo Geolocalization,1
http://orkg.org/orkg/resource/R113049,Design a collaborative web platform for the development of thesauri,1
http://orkg.org/orkg/resource/R110252,contribution of third places to wellbeing,1
http://orkg.org/orkg/resource/R68647,Reevaluation of the maximum concentration at the workplace (MAK value) for ethyl acetate,1
http://orkg.org/orkg/resource/R69041,"Festlegung eines Momentanwertes für N,N‐Dimethylethylamin ",1
http://orkg.org/orkg/resource/R139867,What is the tole of conservation of cultural heritage in the progres towards UN Development Goals?,1
http://orkg.org/orkg/resource/R146948,closed-loop fluid resuscitation,1
http://orkg.org/orkg/resource/R139808,What characterises contested heritage?,1
http://orkg.org/orkg/resource/R75642,Prevalence of epilepsy in Europe,1
http://orkg.org/orkg/resource/R110209,students' behaviour in the library space,1
http://orkg.org/orkg/resource/R5173,SPARQL query over large amount of data,1
http://orkg.org/orkg/resource/R50811,Evaliuerung eines Arbeitsstoff-Refenzwertes (BAR) für Aluminium,1
http://orkg.org/orkg/resource/R51101,Evaluation of the BAR value for Bisphenol S,1
http://orkg.org/orkg/resource/R141116,Sustainability index,1
http://orkg.org/orkg/resource/R110648,sepsis induced immunosuppression,1
http://orkg.org/orkg/resource/R108155,"This work dicusses the potential of Airborne hyperspectral data for mapping hydrothermally altered rocks in Rajasthan State, India.",1
http://orkg.org/orkg/resource/R140595,Dutch Word Sense Dismabiguation,1
http://orkg.org/orkg/resource/R109384,What Factors contributes to organizational cyber security,1
http://orkg.org/orkg/resource/R50791,Reevaluierung des Schwangerschaftsrisikos,1
http://orkg.org/orkg/resource/R74275,Model-driven engineering,1
http://orkg.org/orkg/resource/R136268,Personalised Recommendation,1
http://orkg.org/orkg/resource/R155156,Identification of Talc Minerals using Hyperion Hyperspectral data,1
http://orkg.org/orkg/resource/R6956,what are levels of different types of material entities and how can they be used in science,1
http://orkg.org/orkg/resource/R58070,Verifizierung einer Biomonitoring Methode zur Bestimmung von 1- und 2-Brompropan in Urin,1
http://orkg.org/orkg/resource/R51130,Reevaluation of the MAK value for azinphos-methyl,1
http://orkg.org/orkg/resource/R137719,Short fatty acids as a therapeutical target in management of liver diseases,1
http://orkg.org/orkg/resource/R110435,dynamometer testing ,1
http://orkg.org/orkg/resource/R151322,Open research corpus of scientific papers with metadata,1
http://orkg.org/orkg/resource/R4496,Defining the required skills for Operations Research related jobs,1
http://orkg.org/orkg/resource/R109707,Severe nuclear accident,1
http://orkg.org/orkg/resource/R51162,"Reevaluation of the BAT value for N,N-Dimethylformamide",1
http://orkg.org/orkg/resource/R50359,Schädigung durch maximale Konzentration von Kerosin am Arbeitsplatz,1
http://orkg.org/orkg/resource/R53257,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R58051,Validation of a measurement procedure for the determination of glycol esters and glycol ethers in workplace air,1
http://orkg.org/orkg/resource/R109065,Open Data,1
http://orkg.org/orkg/resource/R110591,how ethanol induces Alzheimer's disease pathogensis ,1
http://orkg.org/orkg/resource/R67642,Verification of a biomonitoring method for the determination of mercury in blood and urine,1
http://orkg.org/orkg/resource/R70364,Culinary art,1
http://orkg.org/orkg/resource/R44284,named entity recognition and relation classification,1
http://orkg.org/orkg/resource/R50349,"Schädigung durch maximale Konzentration von 1,1,2,2 Tetrachlorethan am Arbeitsplatz",1
http://orkg.org/orkg/resource/R76444,Lexical entailment,1
http://orkg.org/orkg/resource/R68658,Reevaluation of the maximum concentration at the workplace (MAK value) for hydrogen peroxide,1
http://orkg.org/orkg/resource/R148130,Medical Assertion Extraction,1
http://orkg.org/orkg/resource/R5137,Comparative phylogenetics,1
http://orkg.org/orkg/resource/R111083,What is the economic value of forest ecosystem services in Beijing?,1
http://orkg.org/orkg/resource/R51180,Validation of an air monitoring method for the determination of aromatic amines in workplace air,1
http://orkg.org/orkg/resource/R8722,Global climate modelling,1
http://orkg.org/orkg/resource/R155122,Mapping hydrothermal alteration minerals using high resolution AVIRIS-NG hyperspectral data,1
http://orkg.org/orkg/resource/R147039,Ontology learning from text,1
http://orkg.org/orkg/resource/R51113,Determination of a measurement procedure for selenium in workplace air,1
http://orkg.org/orkg/resource/R155176,Hyperion data for mapping the hydrothermal alteration and base metal minerals,1
http://orkg.org/orkg/resource/R46371,Named-Entity Recognition,1
http://orkg.org/orkg/resource/R70363,Recipe generation,1
http://orkg.org/orkg/resource/R53123,"Reevaluation of the MAK value for 1,3‐dioxolane",1
http://orkg.org/orkg/resource/R2078,Collaborative Data Curation,1
http://orkg.org/orkg/resource/R68697,"Reevaluation of the maximum concentration for trans-1,3,3,3-tetrafluoropropene",1
http://orkg.org/orkg/resource/R70362,Creativity of computational intelligence,1
http://orkg.org/orkg/resource/R155172,Identification of alteration rocks using Hyperion Data,1
http://orkg.org/orkg/resource/R150029,Recursive Neural Networks,1
http://orkg.org/orkg/resource/R8031,cell line,1
http://orkg.org/orkg/resource/R46878,Types of computational intelligence,1
http://orkg.org/orkg/resource/R70070,Antiviral activity against SARS-CoV-2 measured by imaging in Vero cells,1
http://orkg.org/orkg/resource/R58143,"Bewertung aller toxikologischer Werte für 4-Methyl-1,3-dioxolan-2-on",1
http://orkg.org/orkg/resource/R109833,Nosocomial infections,1
http://orkg.org/orkg/resource/R109997,Biochar impact on soil aggregate tesile strength and stability,1
http://orkg.org/orkg/resource/R74524,measuring human values in software engineering,1
http://orkg.org/orkg/resource/R53027,Reevaluation of the MAK value for methyl vinyl ether,1
http://orkg.org/orkg/resource/R53376,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R46550,Hybrid NERC system,1
http://orkg.org/orkg/resource/R147367,Application of Landsat 8 OLI data for identification of hydrothermal alteration zone,1
http://orkg.org/orkg/resource/R68680,Facilitating the collaboration of big Earth data stakeholders,1
http://orkg.org/orkg/resource/R111721,brain dynamics during listening to speeches,1
http://orkg.org/orkg/resource/R155435,Identification of phyllosilicate-bearing minerals by MRO-CRISM,1
http://orkg.org/orkg/resource/R139600,Sentence Ranking,1
http://orkg.org/orkg/resource/R50786,"Entwicklung einer Biomonitoring-Methode zur Bestimmung von α-HBCDD, β-HBCDD und γ-HBCDD in Plasma",1
http://orkg.org/orkg/resource/R38836,enhancing osteoblastogenesis by functionalizing PCL scaffolds with anti-miRs,1
http://orkg.org/orkg/resource/R75678,knowledge graph refinement approaches,1
http://orkg.org/orkg/resource/R53384,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R111727,individual and shared responses to risk communication,1
